Frame,Visibility,X,Y,Z,Event,Timestamp
0,0,0.0,0.0,0.0,0,0.0
1,0,0.0,0.0,0.0,0,0.0083948698640562
2,0,0.0,0.0,0.0,0,0.0167897397281124
3,0,0.0,0.0,0.0,0,0.0251846095921686
4,0,0.0,0.0,0.0,0,0.0335794794562248
5,0,0.0,0.0,0.0,0,0.041974349320281
6,0,0.0,0.0,0.0,0,0.0503692191843372
7,0,0.0,0.0,0.0,0,0.0587640890483934
8,0,0.0,0.0,0.0,0,0.0671589589124496
9,0,0.0,0.0,0.0,0,0.0755538287765058
10,0,0.0,0.0,0.0,0,0.083948698640562
11,0,0.0,0.0,0.0,0,0.0923435685046182
12,0,0.0,0.0,0.0,0,0.1007384383686744
13,0,0.0,0.0,0.0,0,0.1091333082327306
14,0,0.0,0.0,0.0,0,0.1175281780967868
15,0,0.0,0.0,0.0,0,0.125923047960843
16,0,0.0,0.0,0.0,0,0.1343179178248992
17,0,0.0,0.0,0.0,0,0.1427127876889554
18,0,0.0,0.0,0.0,0,0.1511076575530116
19,0,0.0,0.0,0.0,0,0.1595025274170678
20,0,0.0,0.0,0.0,0,0.1678973972811241
21,0,0.0,0.0,0.0,0,0.1762922671451803
22,0,0.0,0.0,0.0,0,0.1846871370092365
23,0,0.0,0.0,0.0,0,0.1930820068732927
24,0,0.0,0.0,0.0,0,0.2014768767373489
25,0,0.0,0.0,0.0,0,0.2098717466014051
26,0,0.0,0.0,0.0,0,0.2182666164654613
27,0,0.0,0.0,0.0,0,0.2266614863295175
28,0,0.0,0.0,0.0,0,0.2350563561935737
29,0,0.0,0.0,0.0,0,0.2434512260576299
30,0,0.0,0.0,0.0,0,0.2518460959216861
31,0,0.0,0.0,0.0,0,0.2602409657857423
32,0,0.0,0.0,0.0,0,0.2686358356497985
33,0,0.0,0.0,0.0,0,0.2770307055138547
34,0,0.0,0.0,0.0,0,0.2854255753779109
35,0,0.0,0.0,0.0,0,0.2938204452419671
36,0,0.0,0.0,0.0,0,0.3022153151060233
37,0,0.0,0.0,0.0,0,0.3106101849700796
38,0,0.0,0.0,0.0,0,0.3190050548341357
39,0,0.0,0.0,0.0,0,0.3273999246981919
40,0,0.0,0.0,0.0,0,0.3357947945622482
41,0,0.0,0.0,0.0,0,0.3441896644263044
42,0,0.0,0.0,0.0,0,0.3525845342903606
43,0,0.0,0.0,0.0,0,0.3609794041544168
44,0,0.0,0.0,0.0,0,0.369374274018473
45,0,0.0,0.0,0.0,0,0.3777691438825292
46,0,0.0,0.0,0.0,0,0.3861640137465854
47,0,0.0,0.0,0.0,0,0.3945588836106416
48,0,0.0,0.0,0.0,0,0.4029537534746978
49,0,0.0,0.0,0.0,0,0.411348623338754
50,0,0.0,0.0,0.0,0,0.4197434932028102
51,0,0.0,0.0,0.0,0,0.4281383630668664
52,0,0.0,0.0,0.0,0,0.4365332329309226
53,0,0.0,0.0,0.0,0,0.4449281027949788
54,0,0.0,0.0,0.0,0,0.453322972659035
55,0,0.0,0.0,0.0,0,0.4617178425230912
56,0,0.0,0.0,0.0,0,0.4701127123871474
57,0,0.0,0.0,0.0,0,0.4785075822512036
58,0,0.0,0.0,0.0,0,0.4869024521152598
59,0,0.0,0.0,0.0,0,0.4952973219793161
60,0,0.0,0.0,0.0,0,0.5036921918433722
61,0,0.0,0.0,0.0,0,0.5120870617074285
62,0,0.0,0.0,0.0,0,0.5204819315714847
63,0,0.0,0.0,0.0,0,0.5288768014355408
64,0,0.0,0.0,0.0,0,0.5372716712995971
65,0,0.0,0.0,0.0,0,0.5456665411636533
66,0,0.0,0.0,0.0,0,0.5540614110277094
67,0,0.0,0.0,0.0,0,0.5624562808917657
68,0,0.0,0.0,0.0,0,0.5708511507558219
69,0,0.0,0.0,0.0,0,0.5792460206198781
70,0,0.0,0.0,0.0,0,0.5876408904839343
71,0,0.0,0.0,0.0,0,0.5960357603479906
72,0,0.0,0.0,0.0,0,0.6044306302120467
73,0,0.0,0.0,0.0,0,0.6128255000761029
74,0,0.0,0.0,0.0,0,0.6212203699401592
75,0,0.0,0.0,0.0,0,0.6296152398042153
76,0,0.0,0.0,0.0,0,0.6380101096682715
77,0,0.0,0.0,0.0,0,0.6464049795323278
78,0,0.0,0.0,0.0,0,0.6547998493963839
79,0,0.0,0.0,0.0,0,0.6631947192604402
80,0,0.0,0.0,0.0,0,0.6715895891244964
81,0,0.0,0.0,0.0,0,0.6799844589885525
82,0,0.0,0.0,0.0,0,0.6883793288526088
83,0,0.0,0.0,0.0,0,0.696774198716665
84,0,0.0,0.0,0.0,0,0.7051690685807211
85,0,0.0,0.0,0.0,0,0.7135639384447774
86,0,0.0,0.0,0.0,0,0.7219588083088336
87,0,0.0,0.0,0.0,0,0.7303536781728898
88,0,0.0,0.0,0.0,0,0.738748548036946
89,0,0.0,0.0,0.0,0,0.7471434179010022
90,0,0.0,0.0,0.0,0,0.7555382877650584
91,0,0.0,0.0,0.0,0,0.7639331576291146
92,0,0.0,0.0,0.0,0,0.7723280274931708
93,0,0.0,0.0,0.0,0,0.780722897357227
94,0,0.0,0.0,0.0,0,0.7891177672212832
95,0,0.0,0.0,0.0,0,0.7975126370853394
96,0,0.0,0.0,0.0,0,0.8059075069493956
97,0,0.0,0.0,0.0,0,0.8143023768134519
98,0,0.0,0.0,0.0,0,0.822697246677508
99,0,0.0,0.0,0.0,0,0.8310921165415642
100,0,0.0,0.0,0.0,0,0.8394869864056205
101,0,0.0,0.0,0.0,0,0.8478818562696766
102,0,0.0,0.0,0.0,0,0.8562767261337328
103,0,0.0,0.0,0.0,0,0.8646715959977891
104,0,0.0,0.0,0.0,0,0.8730664658618452
105,0,0.0,0.0,0.0,0,0.8814613357259015
