Frame,Visibility,X,Y,Z,Event,Timestamp
0,0,0.0,0.0,0.0,0,0.0
1,0,0.0,0.0,0.0,0,0.0083948731007554
2,0,0.0,0.0,0.0,0,0.0167897462015109
3,0,0.0,0.0,0.0,0,0.0251846193022663
4,0,0.0,0.0,0.0,0,0.0335794924030218
5,0,0.0,0.0,0.0,0,0.0419743655037772
6,0,0.0,0.0,0.0,0,0.0503692386045327
7,0,0.0,0.0,0.0,0,0.0587641117052881
8,0,0.0,0.0,0.0,0,0.0671589848060436
9,0,0.0,0.0,0.0,0,0.075553857906799
10,0,0.0,0.0,0.0,0,0.0839487310075545
11,0,0.0,0.0,0.0,0,0.0923436041083099
12,0,0.0,0.0,0.0,0,0.1007384772090654
13,0,0.0,0.0,0.0,0,0.1091333503098209
14,0,0.0,0.0,0.0,0,0.1175282234105763
15,0,0.0,0.0,0.0,0,0.1259230965113318
16,0,0.0,0.0,0.0,0,0.1343179696120872
17,0,0.0,0.0,0.0,0,0.1427128427128427
18,0,0.0,0.0,0.0,0,0.1511077158135981
19,0,0.0,0.0,0.0,0,0.1595025889143536
20,0,0.0,0.0,0.0,0,0.167897462015109
21,0,0.0,0.0,0.0,0,0.1762923351158645
22,0,0.0,0.0,0.0,0,0.1846872082166199
23,0,0.0,0.0,0.0,0,0.1930820813173754
24,0,0.0,0.0,0.0,0,0.2014769544181308
25,0,0.0,0.0,0.0,0,0.2098718275188863
26,0,0.0,0.0,0.0,0,0.2182667006196418
27,0,0.0,0.0,0.0,0,0.2266615737203972
28,0,0.0,0.0,0.0,0,0.2350564468211527
29,0,0.0,0.0,0.0,0,0.2434513199219081
30,0,0.0,0.0,0.0,0,0.2518461930226636
31,0,0.0,0.0,0.0,0,0.2602410661234191
32,0,0.0,0.0,0.0,0,0.2686359392241745
33,0,0.0,0.0,0.0,0,0.27703081232493
34,0,0.0,0.0,0.0,0,0.2854256854256854
35,0,0.0,0.0,0.0,0,0.2938205585264408
36,0,0.0,0.0,0.0,0,0.3022154316271963
37,0,0.0,0.0,0.0,0,0.3106103047279517
38,0,0.0,0.0,0.0,0,0.3190051778287072
39,0,0.0,0.0,0.0,0,0.3274000509294626
40,0,0.0,0.0,0.0,0,0.3357949240302181
41,0,0.0,0.0,0.0,0,0.3441897971309736
42,0,0.0,0.0,0.0,0,0.352584670231729
43,0,0.0,0.0,0.0,0,0.3609795433324845
44,0,0.0,0.0,0.0,0,0.3693744164332399
45,0,0.0,0.0,0.0,0,0.3777692895339954
46,0,0.0,0.0,0.0,0,0.3861641626347508
47,0,0.0,0.0,0.0,0,0.3945590357355063
48,0,0.0,0.0,0.0,0,0.4029539088362617
49,0,0.0,0.0,0.0,0,0.4113487819370172
50,0,0.0,0.0,0.0,0,0.4197436550377726
51,0,0.0,0.0,0.0,0,0.4281385281385281
52,0,0.0,0.0,0.0,0,0.4365334012392836
53,0,0.0,0.0,0.0,0,0.444928274340039
54,0,0.0,0.0,0.0,0,0.4533231474407945
55,0,0.0,0.0,0.0,0,0.4617180205415499
56,0,0.0,0.0,0.0,0,0.4701128936423054
57,0,0.0,0.0,0.0,0,0.4785077667430608
58,0,0.0,0.0,0.0,0,0.4869026398438162
59,0,0.0,0.0,0.0,0,0.4952975129445717
60,0,0.0,0.0,0.0,0,0.5036923860453272
61,0,0.0,0.0,0.0,0,0.5120872591460827
62,0,0.0,0.0,0.0,0,0.5204821322468381
63,0,0.0,0.0,0.0,0,0.5288770053475935
64,0,0.0,0.0,0.0,0,0.537271878448349
65,0,0.0,0.0,0.0,0,0.5456667515491045
66,0,0.0,0.0,0.0,0,0.55406162464986
67,0,0.0,0.0,0.0,0,0.5624564977506153
68,0,0.0,0.0,0.0,0,0.5708513708513708
69,0,0.0,0.0,0.0,0,0.5792462439521263
70,0,0.0,0.0,0.0,0,0.5876411170528817
71,0,0.0,0.0,0.0,0,0.5960359901536372
72,0,0.0,0.0,0.0,0,0.6044308632543927
73,0,0.0,0.0,0.0,0,0.6128257363551481
74,0,0.0,0.0,0.0,0,0.6212206094559035
75,0,0.0,0.0,0.0,0,0.629615482556659
76,0,0.0,0.0,0.0,0,0.6380103556574145
77,0,0.0,0.0,0.0,0,0.6464052287581699
78,0,0.0,0.0,0.0,0,0.6548001018589253
79,0,0.0,0.0,0.0,0,0.6631949749596808
80,0,0.0,0.0,0.0,0,0.6715898480604363
81,0,0.0,0.0,0.0,0,0.6799847211611917
82,0,0.0,0.0,0.0,0,0.6883795942619472
83,0,0.0,0.0,0.0,0,0.6967744673627027
84,0,0.0,0.0,0.0,0,0.705169340463458
85,0,0.0,0.0,0.0,0,0.7135642135642135
86,0,0.0,0.0,0.0,0,0.721959086664969
87,0,0.0,0.0,0.0,0,0.7303539597657245
88,0,0.0,0.0,0.0,0,0.7387488328664799
89,0,0.0,0.0,0.0,0,0.7471437059672353
90,0,0.0,0.0,0.0,0,0.7555385790679908
91,0,0.0,0.0,0.0,0,0.7639334521687462
92,0,0.0,0.0,0.0,0,0.7723283252695017
93,0,0.0,0.0,0.0,0,0.7807231983702572
94,0,0.0,0.0,0.0,0,0.7891180714710126
95,0,0.0,0.0,0.0,0,0.797512944571768
96,0,0.0,0.0,0.0,0,0.8059078176725235
97,0,0.0,0.0,0.0,0,0.814302690773279
98,0,0.0,0.0,0.0,0,0.8226975638740345
99,0,0.0,0.0,0.0,0,0.8310924369747898
100,0,0.0,0.0,0.0,0,0.8394873100755453
101,0,0.0,0.0,0.0,0,0.8478821831763008
102,0,0.0,0.0,0.0,0,0.8562770562770562
103,0,0.0,0.0,0.0,0,0.8646719293778117
104,0,0.0,0.0,0.0,0,0.8730668024785672
105,0,0.0,0.0,0.0,0,0.8814616755793226
106,0,0.0,0.0,0.0,0,0.889856548680078
107,0,0.0,0.0,0.0,0,0.8982514217808335
108,0,0.0,0.0,0.0,0,0.906646294881589
109,0,0.0,0.0,0.0,0,0.9150411679823444
110,0,0.0,0.0,0.0,0,0.9234360410830998
111,0,0.0,0.0,0.0,0,0.9318309141838552
112,0,0.0,0.0,0.0,0,0.9402257872846108
113,0,0.0,0.0,0.0,0,0.9486206603853662
114,0,0.0,0.0,0.0,0,0.9570155334861216
115,0,0.0,0.0,0.0,0,0.9654104065868772
116,0,0.0,0.0,0.0,0,0.9738052796876324
117,0,0.0,0.0,0.0,0,0.982200152788388
118,0,0.0,0.0,0.0,0,0.9905950258891436
119,0,0.0,0.0,0.0,0,0.998989898989899
120,0,0.0,0.0,0.0,0,1.0073847720906544
121,0,0.0,0.0,0.0,0,1.0157796451914098
122,0,0.0,0.0,0.0,0,1.024174518292165
123,0,0.0,0.0,0.0,0,1.0325693913929208
124,0,0.0,0.0,0.0,0,1.0409642644936763
125,0,0.0,0.0,0.0,0,1.0493591375944316
126,0,0.0,0.0,0.0,0,1.057754010695187
127,0,0.0,0.0,0.0,0,1.0661488837959423
128,0,0.0,0.0,0.0,0,1.074543756896698
129,0,0.0,0.0,0.0,0,1.0829386299974535
130,0,0.0,0.0,0.0,0,1.091333503098209
131,0,0.0,0.0,0.0,0,1.0997283761989645
132,0,0.0,0.0,0.0,0,1.10812324929972
133,0,0.0,0.0,0.0,0,1.1165181224004752
134,0,0.0,0.0,0.0,0,1.1249129955012307
135,0,0.0,0.0,0.0,0,1.1333078686019862
136,0,0.0,0.0,0.0,0,1.1417027417027417
137,0,0.0,0.0,0.0,0,1.1500976148034971
138,0,0.0,0.0,0.0,0,1.1584924879042526
139,0,0.0,0.0,0.0,0,1.166887361005008
140,0,0.0,0.0,0.0,0,1.1752822341057634
141,0,0.0,0.0,0.0,0,1.1836771072065189
142,0,0.0,0.0,0.0,0,1.1920719803072743
143,0,0.0,0.0,0.0,0,1.2004668534080298
144,0,0.0,0.0,0.0,0,1.208861726508785
145,0,0.0,0.0,0.0,0,1.2172565996095408
146,0,0.0,0.0,0.0,0,1.2256514727102965
147,0,0.0,0.0,0.0,0,1.2340463458110515
148,0,0.0,0.0,0.0,0,1.242441218911807
149,0,0.0,0.0,0.0,0,1.2508360920125623
150,0,0.0,0.0,0.0,0,1.259230965113318
151,0,0.0,0.0,0.0,0,1.2676258382140737
152,0,0.0,0.0,0.0,0,1.276020711314829
153,0,0.0,0.0,0.0,0,1.2844155844155845
154,0,0.0,0.0,0.0,0,1.2928104575163395
155,0,0.0,0.0,0.0,0,1.3012053306170952
156,0,0.0,0.0,0.0,0,1.309600203717851
157,0,0.0,0.0,0.0,0,1.3179950768186062
158,0,0.0,0.0,0.0,0,1.3263899499193617
159,0,0.0,0.0,0.0,0,1.3347848230201171
160,0,0.0,0.0,0.0,0,1.3431796961208726
161,0,0.0,0.0,0.0,0,1.351574569221628
162,0,0.0,0.0,0.0,0,1.3599694423223834
163,0,0.0,0.0,0.0,0,1.3683643154231389
164,0,0.0,0.0,0.0,0,1.3767591885238943
165,0,0.0,0.0,0.0,0,1.3851540616246498
166,0,0.0,0.0,0.0,0,1.3935489347254053
167,0,0.0,0.0,0.0,0,1.4019438078261608
168,0,0.0,0.0,0.0,0,1.410338680926916
169,0,0.0,0.0,0.0,0,1.4187335540276715
170,0,0.0,0.0,0.0,0,1.427128427128427
171,0,0.0,0.0,0.0,0,1.4355233002291825
172,0,0.0,0.0,0.0,0,1.443918173329938
173,0,0.0,0.0,0.0,0,1.4523130464306937
174,0,0.0,0.0,0.0,0,1.460707919531449
175,0,0.0,0.0,0.0,0,1.4691027926322042
176,0,0.0,0.0,0.0,0,1.4774976657329597
177,0,0.0,0.0,0.0,0,1.4858925388337152
178,0,0.0,0.0,0.0,0,1.494287411934471
179,0,0.0,0.0,0.0,0,1.5026822850352262
180,0,0.0,0.0,0.0,0,1.5110771581359816
181,0,0.0,0.0,0.0,0,1.5194720312367371
182,0,0.0,0.0,0.0,0,1.5278669043374924
183,0,0.0,0.0,0.0,0,1.536261777438248
184,0,0.0,0.0,0.0,0,1.5446566505390034
185,0,0.0,0.0,0.0,0,1.5530515236397588
186,0,0.0,0.0,0.0,0,1.5614463967405143
187,0,0.0,0.0,0.0,0,1.5698412698412698
188,0,0.0,0.0,0.0,0,1.5782361429420253
189,0,0.0,0.0,0.0,0,1.5866310160427808
190,0,0.0,0.0,0.0,0,1.595025889143536
191,0,0.0,0.0,0.0,0,1.6034207622442915
192,0,0.0,0.0,0.0,0,1.611815635345047
193,0,0.0,0.0,0.0,0,1.6202105084458025
194,0,0.0,0.0,0.0,0,1.628605381546558
195,0,0.0,0.0,0.0,0,1.6370002546473137
196,0,0.0,0.0,0.0,0,1.645395127748069
197,0,0.0,0.0,0.0,0,1.6537900008488242
198,0,0.0,0.0,0.0,0,1.6621848739495797
199,0,0.0,0.0,0.0,0,1.6705797470503352
200,0,0.0,0.0,0.0,0,1.678974620151091
201,0,0.0,0.0,0.0,0,1.6873694932518462
202,0,0.0,0.0,0.0,0,1.6957643663526016
