Frame,Visibility,X,Y,Z,Event,Timestamp
0,0,0.0,0.0,0.0,0,0.0
1,0,0.0,0.0,0.0,0,0.0083949779436715
2,0,0.0,0.0,0.0,0,0.016789955887343
3,0,0.0,0.0,0.0,0,0.0251849338310145
4,0,0.0,0.0,0.0,0,0.0335799117746861
5,0,0.0,0.0,0.0,0,0.0419748897183576
6,0,0.0,0.0,0.0,0,0.0503698676620291
7,0,0.0,0.0,0.0,0,0.0587648456057007
8,0,0.0,0.0,0.0,0,0.0671598235493722
9,0,0.0,0.0,0.0,0,0.0755548014930437
10,0,0.0,0.0,0.0,0,0.0839497794367153
11,0,0.0,0.0,0.0,0,0.0923447573803868
12,0,0.0,0.0,0.0,0,0.1007397353240583
13,0,0.0,0.0,0.0,0,0.1091347132677298
14,0,0.0,0.0,0.0,0,0.1175296912114014
15,0,0.0,0.0,0.0,0,0.1259246691550729
16,0,0.0,0.0,0.0,0,0.1343196470987444
17,0,0.0,0.0,0.0,0,0.142714625042416
18,0,0.0,0.0,0.0,0,0.1511096029860875
19,0,0.0,0.0,0.0,0,0.159504580929759
20,0,0.0,0.0,0.0,0,0.1678995588734306
21,0,0.0,0.0,0.0,0,0.1762945368171021
22,0,0.0,0.0,0.0,0,0.1846895147607736
23,0,0.0,0.0,0.0,0,0.1930844927044452
24,0,0.0,0.0,0.0,0,0.2014794706481167
25,0,0.0,0.0,0.0,0,0.2098744485917882
26,0,0.0,0.0,0.0,0,0.2182694265354597
27,0,0.0,0.0,0.0,0,0.2266644044791313
28,0,0.0,0.0,0.0,0,0.2350593824228028
29,0,0.0,0.0,0.0,0,0.2434543603664743
30,0,0.0,0.0,0.0,0,0.2518493383101459
31,0,0.0,0.0,0.0,0,0.2602443162538174
32,0,0.0,0.0,0.0,0,0.2686392941974889
33,0,0.0,0.0,0.0,0,0.2770342721411605
34,0,0.0,0.0,0.0,0,0.285429250084832
35,0,0.0,0.0,0.0,0,0.2938242280285035
36,0,0.0,0.0,0.0,0,0.302219205972175
37,0,0.0,0.0,0.0,0,0.3106141839158466
38,0,0.0,0.0,0.0,0,0.3190091618595181
39,0,0.0,0.0,0.0,0,0.3274041398031896
40,0,0.0,0.0,0.0,0,0.3357991177468612
41,0,0.0,0.0,0.0,0,0.3441940956905327
42,0,0.0,0.0,0.0,0,0.3525890736342043
43,0,0.0,0.0,0.0,0,0.3609840515778758
44,0,0.0,0.0,0.0,0,0.3693790295215473
45,0,0.0,0.0,0.0,0,0.3777740074652188
46,0,0.0,0.0,0.0,0,0.3861689854088904
47,0,0.0,0.0,0.0,0,0.3945639633525619
48,0,0.0,0.0,0.0,0,0.4029589412962334
49,0,0.0,0.0,0.0,0,0.4113539192399049
50,0,0.0,0.0,0.0,0,0.4197488971835765
51,0,0.0,0.0,0.0,0,0.428143875127248
52,0,0.0,0.0,0.0,0,0.4365388530709195
53,0,0.0,0.0,0.0,0,0.4449338310145911
54,0,0.0,0.0,0.0,0,0.4533288089582626
55,0,0.0,0.0,0.0,0,0.4617237869019341
56,0,0.0,0.0,0.0,0,0.4701187648456056
57,0,0.0,0.0,0.0,0,0.4785137427892772
58,0,0.0,0.0,0.0,0,0.4869087207329487
59,0,0.0,0.0,0.0,0,0.4953036986766203
60,0,0.0,0.0,0.0,0,0.5036986766202918
61,0,0.0,0.0,0.0,0,0.5120936545639633
62,0,0.0,0.0,0.0,0,0.5204886325076349
63,0,0.0,0.0,0.0,0,0.5288836104513064
64,0,0.0,0.0,0.0,0,0.5372785883949779
65,0,0.0,0.0,0.0,0,0.5456735663386495
66,0,0.0,0.0,0.0,0,0.554068544282321
67,0,0.0,0.0,0.0,0,0.5624635222259925
68,0,0.0,0.0,0.0,0,0.570858500169664
69,0,0.0,0.0,0.0,0,0.5792534781133356
70,0,0.0,0.0,0.0,0,0.5876484560570071
71,0,0.0,0.0,0.0,0,0.5960434340006786
72,0,0.0,0.0,0.0,0,0.6044384119443501
73,0,0.0,0.0,0.0,0,0.6128333898880217
74,0,0.0,0.0,0.0,0,0.6212283678316932
75,0,0.0,0.0,0.0,0,0.6296233457753647
76,0,0.0,0.0,0.0,0,0.6380183237190363
